Tool_ID,Group,Position,Condition,TCond,Init_diameter,Final_diameter,R_measurement,ap,vc,f,Ra,Rz,Rsk,Rku,RSm,Rt,Fx,Fy,Fz
21,1,a,4,0,94,93.5,1,0.25,350,0.07,0.391,1.855,0.56,2.423,71.4,2.082,49.23,44.46,21.07
21,1,a,4,0,94,93.5,2,0.25,350,0.07,0.359,1.67,0.53,2.229,70.9,1.918,49.23,44.46,21.07
21,1,a,4,0,94,93.5,3,0.25,350,0.07,0.421,1.912,0.634,2.332,71.2,2.062,49.23,44.46,21.07
21,1,a,4,0,94,93.5,4,0.25,350,0.07,0.45,1.961,0.676,2.325,72.8,2.063,49.23,44.46,21.07
21,1,a,4,0,94,93.5,5,0.25,350,0.07,0.36,1.782,0.714,2.636,69.4,1.957,49.23,44.46,21.07
21,1,a,4,0,94,93.5,6,0.25,350,0.07,0.383,1.931,0.58,2.542,67.3,2.039,49.23,44.46,21.07
21,1,b,6,0,94,93.5,1,0.25,350,0.13,1.181,4.853,0.793,2.39,132.5,5.186,81.03,59.21,25.94
21,1,b,6,0,94,93.5,2,0.25,350,0.13,1.139,5.005,0.701,2.492,130.2,5.122,81.03,59.21,25.94
21,1,b,6,0,94,93.5,3,0.25,350,0.13,1.146,5.082,0.847,2.546,129.7,5.249,81.03,59.21,25.94
21,1,b,6,0,94,93.5,4,0.25,350,0.13,1.125,5.044,0.745,2.561,129.3,5.323,81.03,59.21,25.94
21,1,b,6,0,94,93.5,5,0.25,350,0.13,1.191,5.036,0.742,2.384,131.6,5.249,81.03,59.21,25.94
21,1,b,6,0,94,93.5,6,0.25,350,0.13,1.181,4.985,0.81,2.44,129.7,5.137,81.03,59.21,25.94
21,1,c,5,0,94,93.5,1,0.25,350,0.1,0.612,2.451,0.767,2.32,100.9,2.626,65.48,49.71,22.31
21,1,c,5,0,94,93.5,2,0.25,350,0.1,0.621,2.487,0.774,2.361,100.6,2.762,65.48,49.71,22.31
21,1,c,5,0,94,93.5,3,0.25,350,0.1,0.628,2.686,0.799,2.47,100,2.9,65.48,49.71,22.31
21,1,c,5,0,94,93.5,4,0.25,350,0.1,0.628,2.517,0.739,2.255,99.4,2.781,65.48,49.71,22.31
21,1,c,5,0,94,93.5,5,0.25,350,0.1,0.724,3.02,0.571,2.148,100.6,3.159,65.48,49.71,22.31
21,1,c,5,0,94,93.5,6,0.25,350,0.1,0.618,2.596,0.865,2.494,101.5,2.759,65.48,49.71,22.31
21,1,d,8,0,94,93.5,1,0.25,390,0.1,0.709,2.629,0.612,1.947,100,2.783,65.95,50.85,22.3
21,1,d,8,0,94,93.5,2,0.25,390,0.1,0.692,2.666,0.555,1.966,101.2,2.763,65.95,50.85,22.3
21,1,d,8,0,94,93.5,3,0.25,390,0.1,0.703,2.735,0.6,2.007,100.8,2.947,65.95,50.85,22.3
21,1,d,8,0,94,93.5,4,0.25,390,0.1,0.731,2.795,0.532,1.901,101.5,2.85,65.95,50.85,22.3
21,1,d,8,0,94,93.5,5,0.25,390,0.1,0.734,2.778,0.512,1.892,100.9,2.953,65.95,50.85,22.3
21,1,d,8,0,94,93.5,6,0.25,390,0.1,0.735,2.733,0.551,1.872,100.4,2.831,65.95,50.85,22.3
21,1,e,9,0,94,93.5,1,0.25,390,0.13,1.111,4.285,0.47,2.028,131.7,4.416,84.34,57.88,26.26
21,1,e,9,0,94,93.5,2,0.25,390,0.13,1.086,4.199,0.422,2.029,130.5,4.389,84.34,57.88,26.26
21,1,e,9,0,94,93.5,3,0.25,390,0.13,1.149,4.496,0.576,2.15,130.2,4.633,84.34,57.88,26.26
21,1,e,9,0,94,93.5,4,0.25,390,0.13,1.086,4.251,0.456,2.036,132,4.515,84.34,57.88,26.26
21,1,e,9,0,94,93.5,5,0.25,390,0.13,1.115,4.397,0.485,2.151,130.4,4.521,84.34,57.88,26.26
21,1,e,9,0,94,93.5,6,0.25,390,0.13,1.07,4.274,0.496,2.059,132.2,4.468,84.34,57.88,26.26
21,1,f,7,0,94,93.5,1,0.25,390,0.07,0.362,1.531,0.545,1.975,71.2,1.621,51.59,42.31,18.87
21,1,f,7,0,94,93.5,2,0.25,390,0.07,0.293,1.3,0.584,2.245,71.7,1.438,51.59,42.31,18.87
21,1,f,7,0,94,93.5,3,0.25,390,0.07,0.316,1.319,0.289,1.905,69.5,1.453,51.59,42.31,18.87
21,1,f,7,0,94,93.5,4,0.25,390,0.07,0.309,1.709,1.018,3.222,71.6,1.807,51.59,42.31,18.87
21,1,f,7,0,94,93.5,5,0.25,390,0.07,0.326,1.282,0.335,1.824,71.2,1.358,51.59,42.31,18.87
21,1,f,7,0,94,93.5,6,0.25,390,0.07,0.324,1.402,0.442,2.027,68.4,1.556,51.59,42.31,18.87
21,1,g,2,0,94,93.5,1,0.25,310,0.1,0.681,2.554,0.237,1.677,98.8,2.813,69.13,50.07,20.51
21,1,g,2,0,94,93.5,2,0.25,310,0.1,0.677,2.478,0.253,1.747,98.4,2.899,69.13,50.07,20.51
21,1,g,2,0,94,93.5,3,0.25,310,0.1,0.684,2.264,0.202,1.494,101.6,2.42,69.13,50.07,20.51
21,1,g,2,0,94,93.5,4,0.25,310,0.1,0.667,2.369,0.192,1.585,100.4,2.614,69.13,50.07,20.51
21,1,g,2,0,94,93.5,5,0.25,310,0.1,0.671,2.324,0.084,1.5,100,2.418,69.13,50.07,20.51
21,1,g,2,0,94,93.5,6,0.25,310,0.1,0.67,2.373,0.223,1.576,101.3,2.54,69.13,50.07,20.51
21,1,h,1,0,94,93.5,1,0.25,310,0.07,0.227,1.431,-0.374,2.99,72.3,1.773,55.44,41.6,19.53
21,1,h,1,0,94,93.5,2,0.25,310,0.07,0.247,1.513,-0.255,2.653,69.3,1.686,55.44,41.6,19.53
21,1,h,1,0,94,93.5,3,0.25,310,0.07,0.264,1.612,-0.201,2.638,84.9,1.823,55.44,41.6,19.53
21,1,h,1,0,94,93.5,4,0.25,310,0.07,0.219,1.428,-0.282,3.063,60.7,1.702,55.44,41.6,19.53
21,1,h,1,0,94,93.5,5,0.25,310,0.07,0.211,1.405,-0.457,3.132,75.5,1.541,55.44,41.6,19.53
21,1,h,1,0,94,93.5,6,0.25,310,0.07,0.235,1.462,-0.368,2.959,64.1,1.761,55.44,41.6,19.53
21,1,i,3,0,94,93.5,1,0.25,310,0.13,0.832,3.56,0.975,2.795,128.3,3.848,84.61,56.61,24.09
21,1,i,3,0,94,93.5,2,0.25,310,0.13,0.8,3.468,1.095,2.876,133.6,3.697,84.61,56.61,24.09
21,1,i,3,0,94,93.5,3,0.25,310,0.13,0.846,3.462,1.029,2.694,131.7,3.638,84.61,56.61,24.09
21,1,i,3,0,94,93.5,4,0.25,310,0.13,0.798,3.498,1.053,2.957,131.2,3.711,84.61,56.61,24.09
21,1,i,3,0,94,93.5,5,0.25,310,0.13,0.847,3.535,1.062,2.767,131.5,3.769,84.61,56.61,24.09
21,1,i,3,0,94,93.5,6,0.25,310,0.13,0.856,3.587,1.02,2.691,127,3.754,84.61,56.61,24.09
31,2,b,10,0,93.5,92.5,1,0.5,310,0.07,0.256,1.111,0.129,1.871,78.6,1.272,110.5,61.45,68.08
31,2,b,10,0,93.5,92.5,2,0.5,310,0.07,0.257,1.118,0.105,1.871,75.1,1.299,110.5,61.45,68.08
31,2,b,10,0,93.5,92.5,3,0.5,310,0.07,0.243,1.08,0.16,1.867,71.4,1.242,110.5,61.45,68.08
31,2,b,10,0,93.5,92.5,4,0.5,310,0.07,0.292,1.406,-0.048,2.044,77.9,1.497,110.5,61.45,68.08
31,2,b,10,0,93.5,92.5,5,0.5,310,0.07,0.264,1.073,0.135,1.727,69.8,1.259,110.5,61.45,68.08
31,2,b,10,0,93.5,92.5,6,0.5,310,0.07,0.303,1.566,0.139,2.217,72.1,1.68,110.5,61.45,68.08
31,2,c,12,0,93.5,92.5,1,0.5,310,0.13,1.133,4.764,0.807,2.495,132.5,4.979,171.5,83.49,75.56
31,2,c,12,0,93.5,92.5,2,0.5,310,0.13,1.046,4.727,1.031,3.055,131.5,4.904,171.5,83.49,75.56
31,2,c,12,0,93.5,92.5,3,0.5,310,0.13,1.098,4.783,0.905,2.638,133.8,5.001,171.5,83.49,75.56
31,2,c,12,0,93.5,92.5,4,0.5,310,0.13,1.115,4.828,0.936,2.651,129,4.967,171.5,83.49,75.56
31,2,c,12,0,93.5,92.5,5,0.5,310,0.13,1.121,4.982,1.052,2.84,131.4,5.318,171.5,83.49,75.56
31,2,c,12,0,93.5,92.5,6,0.5,310,0.13,1.118,4.685,0.925,2.622,133.8,4.905,171.5,83.49,75.56
31,2,d,11,0,93.5,92.5,1,0.5,310,0.1,0.501,2.623,0.876,3.121,97.8,2.826,141.5,69.27,67.71
31,2,d,11,0,93.5,92.5,2,0.5,310,0.1,0.521,2.695,0.837,3.007,105.8,2.891,141.5,69.27,67.71
31,2,d,11,0,93.5,92.5,3,0.5,310,0.1,0.538,2.716,0.794,2.954,95.1,2.946,141.5,69.27,67.71
31,2,d,11,0,93.5,92.5,4,0.5,310,0.1,0.52,2.657,0.926,3.088,107.8,2.949,141.5,69.27,67.71
31,2,d,11,0,93.5,92.5,5,0.5,310,0.1,0.511,2.721,0.891,3.171,103.1,2.902,141.5,69.27,67.71
31,2,d,11,0,93.5,92.5,6,0.5,310,0.1,0.514,2.795,0.947,3.197,107.5,2.924,141.5,69.27,67.71
31,2,e,17,0,93.5,92.5,1,0.5,390,0.1,0.567,2.53,0.515,2.249,101.3,2.871,141.9,70.27,65.19
31,2,e,17,0,93.5,92.5,2,0.5,390,0.1,0.596,2.675,0.381,2.221,101.8,2.813,141.9,70.27,65.19
31,2,e,17,0,93.5,92.5,3,0.5,390,0.1,0.544,2.531,0.488,2.366,103.7,2.708,141.9,70.27,65.19
31,2,e,17,0,93.5,92.5,4,0.5,390,0.1,0.55,2.578,0.489,2.36,102.3,2.701,141.9,70.27,65.19
31,2,e,17,0,93.5,92.5,5,0.5,390,0.1,0.532,2.594,0.713,2.628,104.1,2.808,141.9,70.27,65.19
31,2,e,17,0,93.5,92.5,6,0.5,390,0.1,0.532,2.594,0.713,2.628,104.1,2.808,141.9,70.27,65.19
31,2,f,16,0,93.5,92.5,1,0.5,390,0.07,0.37,1.663,0.111,1.944,71.2,1.93,110.1,56.55,61.05
31,2,f,16,0,93.5,92.5,2,0.5,390,0.07,0.342,1.419,0.102,1.834,71.7,1.6,110.1,56.55,61.05
31,2,f,16,0,93.5,92.5,3,0.5,390,0.07,0.371,1.582,0.001,1.831,71,1.736,110.1,56.55,61.05
31,2,f,16,0,93.5,92.5,4,0.5,390,0.07,0.355,1.504,0.075,1.849,70.9,1.614,110.1,56.55,61.05
31,2,f,16,0,93.5,92.5,5,0.5,390,0.07,0.363,1.622,0.02,1.91,71.8,1.735,110.1,56.55,61.05
31,2,f,16,0,93.5,92.5,6,0.5,390,0.07,0.36,1.583,0.008,1.928,70.1,1.765,110.1,56.55,61.05
31,2,g,18,0,93.5,92.5,1,0.5,390,0.13,0.519,2.731,0.645,3.005,103.6,2.899,173.5,82.13,71.8
31,2,g,18,0,93.5,92.5,2,0.5,390,0.13,0.495,2.607,0.671,3.023,88.7,2.701,173.5,82.13,71.8
31,2,g,18,0,93.5,92.5,3,0.5,390,0.13,0.517,2.624,0.764,3.031,118,2.68,173.5,82.13,71.8
31,2,g,18,0,93.5,92.5,4,0.5,390,0.13,0.505,2.629,0.808,3.136,76.9,2.707,173.5,82.13,71.8
31,2,g,18,0,93.5,92.5,5,0.5,390,0.13,0.521,2.71,0.63,2.987,105.1,2.787,173.5,82.13,71.8
31,2,g,18,0,93.5,92.5,6,0.5,390,0.13,0.541,2.761,0.694,2.908,91.7,2.888,173.5,82.13,71.8
31,2,h,14,0,93.5,92.5,1,0.5,350,0.1,0.623,2.671,0.097,1.949,99.1,2.8,144.7,70.44,66.44
31,2,h,14,0,93.5,92.5,2,0.5,350,0.1,0.603,2.638,0.181,1.997,100.4,2.776,144.7,70.44,66.44
31,2,h,14,0,93.5,92.5,3,0.5,350,0.1,0.606,2.604,0.084,1.95,100.6,2.695,144.7,70.44,66.44
31,2,h,14,0,93.5,92.5,4,0.5,350,0.1,0.616,2.638,0.11,1.949,99.1,2.723,144.7,70.44,66.44
31,2,h,14,0,93.5,92.5,5,0.5,350,0.1,0.602,2.623,0.16,1.989,98.1,2.789,144.7,70.44,66.44
31,2,h,14,0,93.5,92.5,6,0.5,350,0.1,0.595,2.65,0.136,1.99,101,2.737,144.7,70.44,66.44
31,2,i,15,0,93.5,92.5,1,0.5,350,0.13,0.52,2.47,0.352,2.351,125.6,2.585,179.8,81.93,75.26
31,2,i,15,0,93.5,92.5,2,0.5,350,0.13,0.524,2.61,0.431,2.488,101.7,2.993,179.8,81.93,75.26
31,2,i,15,0,93.5,92.5,3,0.5,350,0.13,0.505,2.494,0.417,2.452,92.7,2.558,179.8,81.93,75.26
31,2,i,15,0,93.5,92.5,4,0.5,350,0.13,0.569,2.621,0.291,2.224,130.8,2.719,179.8,81.93,75.26
31,2,i,15,0,93.5,92.5,5,0.5,350,0.13,0.573,2.679,0.232,2.207,116.5,3.025,179.8,81.93,75.26
31,2,i,15,0,93.5,92.5,6,0.5,350,0.13,0.554,2.579,0.349,2.313,118.2,2.71,179.8,81.93,75.26
31,2,j,13,0,93.5,92.5,1,0.5,350,0.07,0.356,1.636,-0.115,2.032,70.3,1.781,107.7,52.78,60.21
31,2,j,13,0,93.5,92.5,2,0.5,350,0.07,0.334,1.609,0.038,2.113,68.7,1.738,107.7,52.78,60.21
31,2,j,13,0,93.5,92.5,3,0.5,350,0.07,0.334,1.635,-0.042,2.165,71.3,1.797,107.7,52.78,60.21
31,2,j,13,0,93.5,92.5,4,0.5,350,0.07,0.337,1.428,-0.137,1.802,70.8,1.539,107.7,52.78,60.21
31,2,j,13,0,93.5,92.5,5,0.5,350,0.07,0.254,1.251,-0.101,2.088,68.3,1.381,107.7,52.78,60.21
31,2,j,13,0,93.5,92.5,6,0.5,350,0.07,0.255,1.253,0.076,2.155,63.3,1.421,107.7,52.78,60.21
41,3,a,22,0,92.5,90.9,1,0.8,350,0.07,0.38,1.681,0.439,2.042,70.7,1.803,159.5,62.91,115.8
41,3,a,22,0,92.5,90.9,2,0.8,350,0.07,0.366,1.535,0.417,1.962,70.9,1.688,159.5,62.91,115.8
41,3,a,22,0,92.5,90.9,3,0.8,350,0.07,0.383,1.763,0.376,2.107,71.4,1.928,159.5,62.91,115.8
41,3,a,22,0,92.5,90.9,4,0.8,350,0.07,0.374,1.627,0.449,2.017,70.2,1.729,159.5,62.91,115.8
41,3,a,22,0,92.5,90.9,5,0.8,350,0.07,0.379,1.736,0.426,2.089,69.2,1.92,159.5,62.91,115.8
41,3,a,22,0,92.5,90.9,6,0.8,350,0.07,0.383,1.66,0.463,2.007,70.6,1.848,159.5,62.91,115.8
41,3,b,24,0,92.5,90.9,1,0.8,350,0.13,1.46,6.212,0.818,2.528,131.9,6.317,272.2,100.7,219.1
41,3,b,24,0,92.5,90.9,2,0.8,350,0.13,1.444,6.169,0.903,2.585,130.6,6.357,272.2,100.7,219.1
41,3,b,24,0,92.5,90.9,3,0.8,350,0.13,1.387,6.026,0.848,2.644,130.6,6.166,272.2,100.7,219.1
41,3,b,24,0,92.5,90.9,4,0.8,350,0.13,1.433,6.211,0.809,2.587,133.1,6.411,272.2,100.7,219.1
41,3,b,24,0,92.5,90.9,5,0.8,350,0.13,1.417,5.907,0.833,2.557,131.1,6.278,272.2,100.7,219.1
41,3,b,24,0,92.5,90.9,6,0.8,350,0.13,1.382,6.023,1.012,2.82,131.4,6.138,272.2,100.7,219.1
41,3,c,23,0,92.5,90.9,1,0.8,350,0.1,0.929,4.12,0.668,2.529,100.2,4.24,213,77.32,190.3
41,3,c,23,0,92.5,90.9,2,0.8,350,0.1,0.888,3.982,0.412,2.312,101.9,4.187,213,77.32,190.3
41,3,c,23,0,92.5,90.9,3,0.8,350,0.1,0.799,3.662,0.616,2.523,101.3,3.981,213,77.32,190.3
41,3,c,23,0,92.5,90.9,4,0.8,350,0.1,0.867,3.825,0.468,2.335,102.4,4.136,213,77.32,190.3
41,3,c,23,0,92.5,90.9,5,0.8,350,0.1,0.729,3.43,0.679,2.694,101.4,3.587,213,77.32,190.3
41,3,c,23,0,92.5,90.9,6,0.8,350,0.1,0.743,3.349,0.708,2.553,99.1,3.51,213,77.32,190.3
41,3,d,25,0,92.5,90.9,1,0.8,390,0.07,0.47,2.226,0.419,2.202,70.4,2.412,162.8,60.35,116.9
41,3,d,25,0,92.5,90.9,2,0.8,390,0.07,0.392,1.735,0.2,1.971,71.6,1.863,162.8,60.35,116.9
41,3,d,25,0,92.5,90.9,3,0.8,390,0.07,0.503,2.285,0.398,2.125,70.9,2.374,162.8,60.35,116.9
41,3,d,25,0,92.5,90.9,4,0.8,390,0.07,0.535,2.351,0.388,2.05,70.4,2.502,162.8,60.35,116.9
41,3,d,25,0,92.5,90.9,5,0.8,390,0.07,0.388,1.756,0.381,2.059,71.1,1.923,162.8,60.35,116.9
41,3,d,25,0,92.5,90.9,6,0.8,390,0.07,0.344,1.532,0.171,1.957,70.3,1.667,162.8,60.35,116.9
41,3,e,26,0,92.5,90.9,1,0.8,390,0.1,0.699,3.16,0.655,2.31,99,3.307,215.7,75.94,193.2
41,3,e,26,0,92.5,90.9,2,0.8,390,0.1,0.879,3.617,0.081,1.864,99.5,3.755,215.7,75.94,193.2
41,3,e,26,0,92.5,90.9,3,0.8,390,0.1,0.882,3.576,0.196,1.855,100.7,3.723,215.7,75.94,193.2
41,3,e,26,0,92.5,90.9,4,0.8,390,0.1,0.858,3.536,0.304,1.968,100.9,3.624,215.7,75.94,193.2
41,3,e,26,0,92.5,90.9,5,0.8,390,0.1,0.536,2.746,0.657,2.769,99.3,2.967,215.7,75.94,193.2
41,3,e,26,0,92.5,90.9,6,0.8,390,0.1,0.449,2.463,1.066,3.403,95.3,2.6,215.7,75.94,193.2
41,3,f,27,0,92.5,90.9,1,0.8,390,0.13,0.827,3.936,0.346,2.446,128.3,4.086,272.5,98.6,214.3
41,3,f,27,0,92.5,90.9,2,0.8,390,0.13,1.195,4.854,0.591,2.182,128.4,5.08,272.5,98.6,214.3
41,3,f,27,0,92.5,90.9,3,0.8,390,0.13,1.171,4.813,0.603,2.223,130.6,4.967,272.5,98.6,214.3
41,3,f,27,0,92.5,90.9,4,0.8,390,0.13,0.846,3.904,0.351,2.378,132.1,4.029,272.5,98.6,214.3
41,3,f,27,0,92.5,90.9,5,0.8,390,0.13,1.157,4.897,0.703,2.336,130.6,5.151,272.5,98.6,214.3
41,3,f,27,0,92.5,90.9,6,0.8,390,0.13,1.198,4.929,0.608,2.199,132.5,5.068,272.5,98.6,214.3
41,3,g,21,0,92.5,90.9,1,0.8,310,0.13,0.855,3.977,0.298,2.281,124.8,4.336,283.5,100.2,221.5
41,3,g,21,0,92.5,90.9,2,0.8,310,0.13,1.19,5.023,0.501,2.18,129.9,5.466,283.5,100.2,221.5
41,3,g,21,0,92.5,90.9,3,0.8,310,0.13,1.158,5.038,0.511,2.272,127.2,5.614,283.5,100.2,221.5
41,3,g,21,0,92.5,90.9,4,0.8,310,0.13,0.862,3.94,0.353,2.297,133.5,4.193,283.5,100.2,221.5
41,3,g,21,0,92.5,90.9,5,0.8,310,0.13,1.213,4.965,0.574,2.145,132,5.185,283.5,100.2,221.5
41,3,g,21,0,92.5,90.9,6,0.8,310,0.13,1.188,5.01,0.585,2.18,132.8,5.235,283.5,100.2,221.5
41,3,h,19,0,92.5,90.9,1,0.8,310,0.07,0.391,1.679,-0.433,2.075,69.3,1.937,169.4,61.43,121.5
41,3,h,19,0,92.5,90.9,2,0.8,310,0.07,0.375,1.724,-0.483,2.176,70.2,1.892,169.4,61.43,121.5
41,3,h,19,0,92.5,90.9,3,0.8,310,0.07,0.404,1.984,-0.27,2.236,69.8,2.313,169.4,61.43,121.5
41,3,h,19,0,92.5,90.9,4,0.8,310,0.07,0.36,1.725,-0.269,2.169,66.8,1.997,169.4,61.43,121.5
41,3,h,19,0,92.5,90.9,5,0.8,310,0.07,0.386,1.765,-0.465,2.207,69.8,2.058,169.4,61.43,121.5
41,3,h,19,0,92.5,90.9,6,0.8,310,0.07,0.392,1.993,-0.397,2.35,70.6,2.232,169.4,61.43,121.5
41,3,i,20,0,92.5,90.9,1,0.8,310,0.1,0.615,2.858,0.1,2.197,92.8,3.13,226.3,78.35,218.9
41,3,i,20,0,92.5,90.9,2,0.8,310,0.1,0.586,2.789,0.103,2.229,93.4,2.946,226.3,78.35,218.9
41,3,i,20,0,92.5,90.9,3,0.8,310,0.1,0.599,2.88,-0.039,2.207,89.6,3.07,226.3,78.35,218.9
41,3,i,20,0,92.5,90.9,4,0.8,310,0.1,0.588,2.861,0.14,2.281,101.9,3.061,226.3,78.35,218.9
41,3,i,20,0,92.5,90.9,5,0.8,310,0.1,0.654,3.015,0.548,2.323,99.6,3.23,226.3,78.35,218.9
41,3,i,20,0,92.5,90.9,6,0.8,310,0.1,0.598,2.87,-0.025,2.211,86.4,3.154,226.3,78.35,218.9
