Position,TCond,vc,cat,cont_1,cont_2,Fz
92.84181818,82.26885714,85.8669697,-112.8337515,-14.8180999,0.432754859,21.07
92.84181818,82.26885714,85.8669697,-112.8337515,-14.84133046,0.091865884,21.07
92.84181818,82.26885714,85.8669697,-112.8337515,-14.8112957,0.455781354,21.07
92.84181818,82.26885714,85.8669697,-112.8337515,-14.79978484,0.532964581,21.07
92.84181818,82.26885714,85.8669697,-112.8337515,-14.83768198,1.058478281,21.07
92.84181818,82.26885714,85.8669697,-112.8337515,-14.82774952,0.645175816,21.07
88.6525,82.26885714,85.8669697,-112.8337515,10.34620889,0.869314493,25.94
88.6525,82.26885714,85.8669697,-112.8337515,10.33729954,0.824697235,25.94
88.6525,82.26885714,85.8669697,-112.8337515,10.34677048,1.205485177,25.94
88.6525,82.26885714,85.8669697,-112.8337515,10.34351645,1.015168257,25.94
88.6525,82.26885714,85.8669697,-112.8337515,10.3573896,0.754770433,25.94
88.6525,82.26885714,85.8669697,-112.8337515,10.34352075,0.976422423,25.94
91.90333333,82.26885714,85.8669697,-112.8337515,13.35001756,0.714793937,22.31
91.90333333,82.26885714,85.8669697,-112.8337515,13.35880159,0.788207892,22.31
91.90333333,82.26885714,85.8669697,-112.8337515,13.37430297,0.996654266,22.31
91.90333333,82.26885714,85.8669697,-112.8337515,13.35948329,0.563299185,22.31
91.90333333,82.26885714,85.8669697,-112.8337515,13.42083731,0.060710281,22.31
91.90333333,82.26885714,85.8669697,-112.8337515,13.36543336,1.168201156,22.31
79.90916667,82.26885714,90.74166667,-112.8337515,13.38114039,-0.142761763,22.3
79.90916667,82.26885714,90.74166667,-112.8337515,13.38175312,-0.23386871,22.3
79.90916667,82.26885714,90.74166667,-112.8337515,13.39439639,-0.081527834,22.3
79.90916667,82.26885714,90.74166667,-112.8337515,13.39965196,-0.374978341,22.3
79.90916667,82.26885714,90.74166667,-112.8337515,13.40261717,-0.429442559,22.3
79.90916667,82.26885714,90.74166667,-112.8337515,13.39395205,-0.37715802,22.3
90.71833333,82.26885714,90.74166667,-112.8337515,10.26976387,-0.321385612,26.26
90.71833333,82.26885714,90.74166667,-112.8337515,10.25701784,-0.419646806,26.26
90.71833333,82.26885714,90.74166667,-112.8337515,10.29292281,0.073967343,26.26
90.71833333,82.26885714,90.74166667,-112.8337515,10.2687772,-0.338976189,26.26
90.71833333,82.26885714,90.74166667,-112.8337515,10.27742724,-0.113605895,26.26
90.71833333,82.26885714,90.74166667,-112.8337515,10.26529004,-0.2228679,26.26
89.44833333,82.26885714,90.74166667,-112.8337515,-14.86007527,-0.24171522,18.87
89.44833333,82.26885714,90.74166667,-112.8337515,-14.89071614,0.22700072,18.87
89.44833333,82.26885714,90.74166667,-112.8337515,-14.89020597,-0.873951357,18.87
89.44833333,82.26885714,90.74166667,-112.8337515,-14.85198045,2.531372282,18.87
89.44833333,82.26885714,90.74166667,-112.8337515,-14.89034572,-0.894721839,18.87
89.44833333,82.26885714,90.74166667,-112.8337515,-14.88279325,-0.380978262,18.87
83.6675,82.26885714,94.51111111,-112.8337515,13.37094441,-1.309357858,20.51
83.6675,82.26885714,94.51111111,-112.8337515,13.3695472,-1.175607546,20.51
83.6675,82.26885714,94.51111111,-112.8337515,13.34670907,-1.644836281,20.51
83.6675,82.26885714,94.51111111,-112.8337515,13.35446335,-1.534933222,20.51
83.6675,82.26885714,94.51111111,-112.8337515,13.34323947,-1.881309323,20.51
83.6675,82.26885714,94.51111111,-112.8337515,13.35401306,-1.483469203,20.51
82.50666667,82.26885714,94.51111111,-112.8337515,-14.88000427,-0.692990622,19.53
82.50666667,82.26885714,94.51111111,-112.8337515,-14.88359607,-0.929746741,19.53
82.50666667,82.26885714,94.51111111,-112.8337515,-14.83217728,-0.839126985,19.53
82.50666667,82.26885714,94.51111111,-112.8337515,-14.91265119,-0.397078554,19.53
82.50666667,82.26885714,94.51111111,-112.8337515,-14.88698257,-0.661475847,19.53
82.50666667,82.26885714,94.51111111,-112.8337515,-14.89728766,-0.725043557,19.53
106.4383313,82.26885714,94.51111111,-112.8337515,10.15053224,1.8289009,24.09
106.4383313,82.26885714,94.51111111,-112.8337515,10.1462045,2.19445741,24.09
106.4383313,82.26885714,94.51111111,-112.8337515,10.14711395,1.796027206,24.09
106.4383313,82.26885714,94.51111111,-112.8337515,10.14213368,2.223535989,24.09
106.4383313,82.26885714,94.51111111,-112.8337515,10.15619793,1.969394842,24.09
106.4383313,82.26885714,94.51111111,-112.8337515,10.14883184,1.773026076,24.09
88.6525,82.26885714,94.51111111,-14.75919598,-14.89738916,-1.255098232,68.08
88.6525,82.26885714,94.51111111,-14.75919598,-14.90404987,-1.304946815,68.08
88.6525,82.26885714,94.51111111,-14.75919598,-14.91986576,-1.196454361,68.08
88.6525,82.26885714,94.51111111,-14.75919598,-14.86834057,-1.374308658,68.08
88.6525,82.26885714,94.51111111,-14.75919598,-14.91942207,-1.449415816,68.08
88.6525,82.26885714,94.51111111,-14.75919598,-14.86439126,-0.73748225,68.08
91.90333333,82.26885714,94.51111111,-14.75919598,10.32384598,1.049169719,75.56
91.90333333,82.26885714,94.51111111,-14.75919598,10.30037712,2.318566549,75.56
91.90333333,82.26885714,94.51111111,-14.75919598,10.32245198,1.458061857,75.56
91.90333333,82.26885714,94.51111111,-14.75919598,10.31463985,1.541117224,75.56
91.90333333,82.26885714,94.51111111,-14.75919598,10.34466224,2.053450434,75.56
91.90333333,82.26885714,94.51111111,-14.75919598,10.31713291,1.476626817,75.56
79.90916667,82.26885714,94.51111111,-14.75919598,13.339448,2.09140183,67.71
79.90916667,82.26885714,94.51111111,-14.75919598,13.36864865,1.846697264,67.71
79.90916667,82.26885714,94.51111111,-14.75919598,13.34957327,1.681278792,67.71
79.90916667,82.26885714,94.51111111,-14.75919598,13.37408952,2.147866022,67.71
79.90916667,82.26885714,94.51111111,-14.75919598,13.36206867,2.194355712,67.71
79.90916667,82.26885714,94.51111111,-14.75919598,13.37767021,2.3480043,67.71
90.71833333,82.26885714,90.74166667,-14.75919598,13.35756167,0.089429927,65.19
90.71833333,82.26885714,90.74166667,-14.75919598,13.36830686,-0.229098495,65.19
90.71833333,82.26885714,90.74166667,-14.75919598,13.35178196,0.201358802,65.19
90.71833333,82.26885714,90.74166667,-14.75919598,13.35142893,0.194820004,65.19
90.71833333,82.26885714,90.74166667,-14.75919598,13.35804995,1.044913494,65.19
90.71833333,82.26885714,90.74166667,-14.75919598,13.35804995,1.044913494,65.19
89.44833333,82.26885714,90.74166667,-14.75919598,-14.83838545,-1.187658834,61.05
89.44833333,82.26885714,90.74166667,-14.75919598,-14.86878651,-1.36430879,61.05
89.44833333,82.26885714,90.74166667,-14.75919598,-14.85129165,-1.578396152,61.05
89.44833333,82.26885714,90.74166667,-14.75919598,-14.86367062,-1.39884889,61.05
89.44833333,82.26885714,90.74166667,-14.75919598,-14.84898947,-1.425491034,61.05
89.44833333,82.26885714,90.74166667,-14.75919598,-14.85410508,-1.424567859,61.05
83.6675,82.26885714,90.74166667,-14.75919598,9.95182014,1.445036664,71.8
83.6675,82.26885714,90.74166667,-14.75919598,9.896856611,1.524886761,71.8
83.6675,82.26885714,90.74166667,-14.75919598,9.971028881,1.729537781,71.8
83.6675,82.26885714,90.74166667,-14.75919598,9.87169143,1.971703735,71.8
83.6675,82.26885714,90.74166667,-14.75919598,9.949724097,1.388033834,71.8
83.6675,82.26885714,90.74166667,-14.75919598,9.928221194,1.407521729,71.8
82.50666667,82.26885714,85.8669697,-14.75919598,13.36599472,-1.209557322,66.44
82.50666667,82.26885714,85.8669697,-14.75919598,13.36280501,-0.966160706,66.44
82.50666667,82.26885714,85.8669697,-14.75919598,13.35856068,-1.235122667,66.44
82.50666667,82.26885714,85.8669697,-14.75919598,13.35966829,-1.182556006,66.44
82.50666667,82.26885714,85.8669697,-14.75919598,13.35698263,-1.021265979,66.44
82.50666667,82.26885714,85.8669697,-14.75919598,13.36158335,-1.069678591,66.44
106.4383313,82.26885714,85.8669697,-14.75919598,9.978225702,-0.102656054,75.26
106.4383313,82.26885714,85.8669697,-14.75919598,9.94670461,0.258156801,75.26
106.4383313,82.26885714,85.8669697,-14.75919598,9.896466877,0.177383529,75.26
106.4383313,82.26885714,85.8669697,-14.75919598,10.01287753,-0.411722768,75.26
106.4383313,82.26885714,85.8669697,-14.75919598,9.995892231,-0.558678696,75.26
106.4383313,82.26885714,85.8669697,-14.75919598,9.977509784,-0.163454,75.26
88.25262374,82.26885714,85.8669697,-14.75919598,-14.85112584,-1.530700928,60.21
88.25262374,82.26885714,85.8669697,-14.75919598,-14.86221444,-1.096602617,60.21
88.25262374,82.26885714,85.8669697,-14.75919598,-14.85207758,-1.1880941,60.21
88.25262374,82.26885714,85.8669697,-14.75919598,-14.87419475,-1.906668642,60.21
88.25262374,82.26885714,85.8669697,-14.75919598,-14.91090928,-1.421208249,60.21
88.25262374,82.26885714,85.8669697,-14.75919598,-14.92081694,-0.95736494,60.21
92.84181818,82.26885714,85.8669697,167.6713547,-14.84264828,-0.365669779,115.8
92.84181818,82.26885714,85.8669697,167.6713547,-14.85684231,-0.526241941,115.8
92.84181818,82.26885714,85.8669697,167.6713547,-14.83088466,-0.403184236,115.8
92.84181818,82.26885714,85.8669697,167.6713547,-14.85084909,-0.380798795,115.8
92.84181818,82.26885714,85.8669697,167.6713547,-14.83853419,-0.325180488,115.8
92.84181818,82.26885714,85.8669697,167.6713547,-14.84129682,-0.366080159,115.8
88.6525,82.26885714,85.8669697,167.6713547,10.51131432,1.119404007,219.1
88.6525,82.26885714,85.8669697,167.6713547,10.5050417,1.37780138,219.1
88.6525,82.26885714,85.8669697,167.6713547,10.4792,1.348287296,219.1
88.6525,82.26885714,85.8669697,167.6713547,10.51345589,1.185433039,219.1
88.6525,82.26885714,85.8669697,167.6713547,10.48532749,1.192202511,219.1
88.6525,82.26885714,85.8669697,167.6713547,10.47879521,1.941650057,219.1
91.90333333,82.26885714,85.8669697,167.6713547,13.55835905,0.809286337,190.3
91.90333333,82.26885714,85.8669697,167.6713547,13.54600442,-0.034037441,190.3
91.90333333,82.26885714,85.8669697,167.6713547,13.50381171,0.692665253,190.3
91.90333333,82.26885714,85.8669697,167.6713547,13.53362361,0.115303236,190.3
91.90333333,82.26885714,85.8669697,167.6713547,13.462435,1.069068711,190.3
91.90333333,82.26885714,85.8669697,167.6713547,13.45216386,0.926830596,190.3
79.90916667,82.26885714,90.74166667,167.6713547,-14.7735531,-0.177455009,116.9
79.90916667,82.26885714,90.74166667,167.6713547,-14.83302289,-0.964032474,116.9
79.90916667,82.26885714,90.74166667,167.6713547,-14.76524014,-0.331642236,116.9
79.90916667,82.26885714,90.74166667,167.6713547,-14.751668,-0.460110254,116.9
79.90916667,82.26885714,90.74166667,167.6713547,-14.8312465,-0.461725691,116.9
79.90916667,82.26885714,90.74166667,167.6713547,-14.863401,-1.044369763,116.9
90.71833333,82.26885714,90.74166667,167.6713547,13.42574254,0.467807516,193.2
90.71833333,82.26885714,90.74166667,167.6713547,13.50178441,-1.364847189,193.2
90.71833333,82.26885714,90.74166667,167.6713547,13.50182466,-1.138913132,193.2
90.71833333,82.26885714,90.74166667,167.6713547,13.49153952,-0.752329861,193.2
90.71833333,82.26885714,90.74166667,167.6713547,13.36165252,1.131071953,193.2
90.71833333,82.26885714,90.74166667,167.6713547,13.30613626,2.890980079,193.2
89.44833333,82.26885714,90.74166667,167.6713547,10.17817558,0.021298984,214.3
89.44833333,82.26885714,90.74166667,167.6713547,10.33418757,0.151073758,214.3
89.44833333,82.26885714,90.74166667,167.6713547,10.32801973,0.234872834,214.3
89.44833333,82.26885714,90.74166667,167.6713547,10.18667698,-0.065961879,214.3
89.44833333,82.26885714,90.74166667,167.6713547,10.33775592,0.60483991,214.3
89.44833333,82.26885714,90.74166667,167.6713547,10.34757853,0.210794667,214.3
83.6675,82.26885714,94.51111111,167.6713547,10.18815497,-0.315333288,221.5
83.6675,82.26885714,94.51111111,167.6713547,10.36233042,-0.038730367,221.5
83.6675,82.26885714,94.51111111,167.6713547,10.3574007,0.114149148,221.5
83.6675,82.26885714,94.51111111,167.6713547,10.20208746,-0.178121428,221.5
83.6675,82.26885714,94.51111111,167.6713547,10.35612152,0.062633443,221.5
83.6675,82.26885714,94.51111111,167.6713547,10.3578556,0.135739672,221.5
82.50666667,82.26885714,94.51111111,167.6713547,-14.83802557,-2.129447921,121.5
82.50666667,82.26885714,94.51111111,167.6713547,-14.83870197,-2.088266129,121.5
82.50666667,82.26885714,94.51111111,167.6713547,-14.80300395,-1.559701739,121.5
82.50666667,82.26885714,94.51111111,167.6713547,-14.84480681,-1.653834728,121.5
82.50666667,82.26885714,94.51111111,167.6713547,-14.82819792,-2.006364612,121.5
82.50666667,82.26885714,94.51111111,167.6713547,-14.80652012,-1.659783202,121.5
106.4383313,82.26885714,94.51111111,167.6713547,13.37319442,-0.847205603,218.9
106.4383313,82.26885714,94.51111111,167.6713547,13.35773591,-0.795023479,218.9
106.4383313,82.26885714,94.51111111,167.6713547,13.36091522,-1.121552273,218.9
106.4383313,82.26885714,94.51111111,167.6713547,13.38710307,-0.643503123,218.9
106.4383313,82.26885714,94.51111111,167.6713547,13.40859978,0.264233533,218.9
106.4383313,82.26885714,94.51111111,167.6713547,13.35638244,-1.086730052,218.9
92.84181818,82.26885714,85.8669697,-111.6299915,13.58983136,0.557247818,27.28
92.84181818,82.26885714,85.8669697,-111.6299915,13.59311048,0.711973444,27.28
92.84181818,82.26885714,85.8669697,-111.6299915,13.59131615,0.550811436,27.28
92.84181818,82.26885714,85.8669697,-111.6299915,13.59814179,0.633764387,27.28
92.84181818,82.26885714,85.8669697,-111.6299915,13.60179962,0.743051757,27.28
92.84181818,82.26885714,85.8669697,-111.6299915,13.60179962,0.743051757,27.28
88.6525,82.26885714,85.8669697,-111.6299915,10.60149448,-0.678967832,24.84
88.6525,82.26885714,85.8669697,-111.6299915,10.52335721,-0.789691172,24.84
88.6525,82.26885714,85.8669697,-111.6299915,10.59567376,-0.835847294,24.84
88.6525,82.26885714,85.8669697,-111.6299915,10.58292209,-0.575552363,24.84
88.6525,82.26885714,85.8669697,-111.6299915,10.58602903,-0.581245037,24.84
88.6525,82.26885714,85.8669697,-111.6299915,10.58544115,-0.302333699,24.84
91.90333333,82.26885714,85.8669697,-111.6299915,-14.68701062,-0.274973212,22.9
91.90333333,82.26885714,85.8669697,-111.6299915,-14.74407732,-0.505625561,22.9
91.90333333,82.26885714,85.8669697,-111.6299915,-14.69652935,-0.240894461,22.9
91.90333333,82.26885714,85.8669697,-111.6299915,-14.71105726,-0.446468655,22.9
91.90333333,82.26885714,85.8669697,-111.6299915,-14.69827592,-0.155838881,22.9
91.90333333,82.26885714,85.8669697,-111.6299915,-14.70023101,-0.157326298,22.9
79.90916667,82.26885714,90.74166667,-111.6299915,10.23876232,0.515168933,25.76
79.90916667,82.26885714,90.74166667,-111.6299915,10.26358876,0.557837664,25.76
79.90916667,82.26885714,90.74166667,-111.6299915,10.48537635,-0.62263142,25.76
79.90916667,82.26885714,90.74166667,-111.6299915,10.24428607,0.750411314,25.76
79.90916667,82.26885714,90.74166667,-111.6299915,10.48624904,-0.614656652,25.76
79.90916667,82.26885714,90.74166667,-111.6299915,10.46226505,-0.710122957,25.76
90.71833333,82.26885714,90.74166667,-111.6299915,13.52959327,-0.831949523,23.69
90.71833333,82.26885714,90.74166667,-111.6299915,13.53530925,-0.393722528,23.69
90.71833333,82.26885714,90.74166667,-111.6299915,13.459472,0.2005122,23.69
90.71833333,82.26885714,90.74166667,-111.6299915,13.52804531,-0.771844078,23.69
90.71833333,82.26885714,90.74166667,-111.6299915,13.45030981,0.183434418,23.69
90.71833333,82.26885714,90.74166667,-111.6299915,13.53815132,-1.089500772,23.69
89.44833333,82.26885714,90.74166667,-111.6299915,-14.79497938,-0.423801333,22.37
89.44833333,82.26885714,90.74166667,-111.6299915,-14.80169765,-0.541037867,22.37
89.44833333,82.26885714,90.74166667,-111.6299915,-14.81813907,-0.879695716,22.37
89.44833333,82.26885714,90.74166667,-111.6299915,-14.79916605,-1.023805307,22.37
89.44833333,82.26885714,90.74166667,-111.6299915,-14.81135487,-0.722046703,22.37
89.44833333,82.26885714,90.74166667,-111.6299915,-14.80357267,-0.642042744,22.37
83.6675,82.26885714,94.51111111,-111.6299915,13.45432275,-1.814485374,23.98
83.6675,82.26885714,94.51111111,-111.6299915,13.45372091,-1.744225482,23.98
83.6675,82.26885714,94.51111111,-111.6299915,13.47208939,-1.751533353,23.98
83.6675,82.26885714,94.51111111,-111.6299915,13.46003463,-1.812741679,23.98
83.6675,82.26885714,94.51111111,-111.6299915,13.45814639,-1.773149959,23.98
83.6675,82.26885714,94.51111111,-111.6299915,13.44864685,-1.931029647,23.98
82.50666667,82.26885714,94.51111111,-111.6299915,10.29627821,-1.074499775,25.89
82.50666667,82.26885714,94.51111111,-111.6299915,10.28711491,-0.783280394,25.89
82.50666667,82.26885714,94.51111111,-111.6299915,10.26512673,-0.718148933,25.89
82.50666667,82.26885714,94.51111111,-111.6299915,10.29908524,-1.106757781,25.89
82.50666667,82.26885714,94.51111111,-111.6299915,10.30212952,-1.128963994,25.89
82.50666667,82.26885714,94.51111111,-111.6299915,10.30061043,-0.752791688,25.89
106.4383313,82.26885714,94.51111111,-111.6299915,-14.75991735,-0.47828996,22.11
106.4383313,82.26885714,94.51111111,-111.6299915,-14.77983,0.121457497,22.11
106.4383313,82.26885714,94.51111111,-111.6299915,-14.81294118,-0.866796631,22.11
106.4383313,82.26885714,94.51111111,-111.6299915,-14.82739133,-1.156195506,22.11
106.4383313,82.26885714,94.51111111,-111.6299915,-14.81185678,-0.975597049,22.11
106.4383313,82.26885714,94.51111111,-111.6299915,-14.77455528,-0.741328573,22.11
92.84181818,82.26885714,94.51111111,-12.57780036,13.52388483,-0.091323109,73.61
92.84181818,82.26885714,94.51111111,-12.57780036,13.49919834,0.326364317,73.61
92.84181818,82.26885714,94.51111111,-12.57780036,13.48852628,0.275772026,73.61
92.84181818,82.26885714,94.51111111,-12.57780036,13.50744893,0.321748681,73.61
92.84181818,82.26885714,94.51111111,-12.57780036,13.49331057,0.387803078,73.61
92.84181818,82.26885714,94.51111111,-12.57780036,13.49331057,0.387803078,73.61
88.6525,82.26885714,94.51111111,-12.57780036,10.17831173,-0.0822457,82.71
88.6525,82.26885714,94.51111111,-12.57780036,10.29750414,-0.52780617,82.71
88.6525,82.26885714,94.51111111,-12.57780036,10.32281598,-0.384337633,82.71
88.6525,82.26885714,94.51111111,-12.57780036,10.29775426,-0.464751733,82.71
88.6525,82.26885714,94.51111111,-12.57780036,10.30358728,-0.241561357,82.71
88.6525,82.26885714,94.51111111,-12.57780036,10.27981849,-0.07583516,82.71
91.90333333,82.26885714,94.51111111,-12.57780036,-14.79743533,-0.726994951,63.82
91.90333333,82.26885714,94.51111111,-12.57780036,-14.79502343,-0.892003044,63.82
91.90333333,82.26885714,94.51111111,-12.57780036,-14.79770862,-0.90433717,63.82
91.90333333,82.26885714,94.51111111,-12.57780036,-14.8079568,-0.939544167,63.82
91.90333333,82.26885714,94.51111111,-12.57780036,-14.79459865,-0.873566103,63.82
91.90333333,82.26885714,94.51111111,-12.57780036,-14.80551676,-0.9845462,63.82
79.90916667,82.26885714,85.8669697,-12.57780036,10.21251827,0.361468898,79.43
79.90916667,82.26885714,85.8669697,-12.57780036,10.21640845,0.42885685,79.43
79.90916667,82.26885714,85.8669697,-12.57780036,10.21856759,0.451704117,79.43
79.90916667,82.26885714,85.8669697,-12.57780036,10.233861,0.38400844,79.43
79.90916667,82.26885714,85.8669697,-12.57780036,10.20860585,0.433267177,79.43
79.90916667,82.26885714,85.8669697,-12.57780036,10.22640192,0.391137084,79.43
90.71833333,82.26885714,85.8669697,-12.57780036,13.39760728,-0.622118147,71.62
90.71833333,82.26885714,85.8669697,-12.57780036,13.38687246,-0.315333766,71.62
90.71833333,82.26885714,85.8669697,-12.57780036,13.37312354,-0.212251865,71.62
90.71833333,82.26885714,85.8669697,-12.57780036,13.35876571,-0.317487841,71.62
90.71833333,82.26885714,85.8669697,-12.57780036,13.37121741,-0.487855039,71.62
90.71833333,82.26885714,85.8669697,-12.57780036,13.37272233,-0.232714383,71.62
89.44833333,82.26885714,85.8669697,-12.57780036,-14.85438798,-1.716351721,63.16
89.44833333,82.26885714,85.8669697,-12.57780036,-14.83243279,-1.662451745,63.16
89.44833333,82.26885714,85.8669697,-12.57780036,-14.8382462,-1.861307676,63.16
89.44833333,82.26885714,85.8669697,-12.57780036,-14.8535137,-2.12326949,63.16
89.44833333,82.26885714,85.8669697,-12.57780036,-14.84023556,-1.770867387,63.16
89.44833333,82.26885714,85.8669697,-12.57780036,-14.86013043,-1.518880553,63.16
83.6675,82.26885714,90.74166667,-12.57780036,-14.96456312,-1.767866471,65.47
83.6675,82.26885714,90.74166667,-12.57780036,-14.96274069,-1.99013391,65.47
83.6675,82.26885714,90.74166667,-12.57780036,-14.96020107,-1.749429769,65.47
83.6675,82.26885714,90.74166667,-12.57780036,-14.91697033,-1.228711411,65.47
83.6675,82.26885714,90.74166667,-12.57780036,-14.93660407,-1.959901721,65.47
83.6675,82.26885714,90.74166667,-12.57780036,-14.95691943,-1.422593011,65.47
82.50666667,82.26885714,90.74166667,-12.57780036,13.22510847,-1.004879742,69.12
82.50666667,82.26885714,90.74166667,-12.57780036,13.16535754,-0.280895365,69.12
82.50666667,82.26885714,90.74166667,-12.57780036,13.19583172,-0.481110454,69.12
82.50666667,82.26885714,90.74166667,-12.57780036,13.21733706,-0.268894807,69.12
82.50666667,82.26885714,90.74166667,-12.57780036,13.1907843,-0.894874268,69.12
82.50666667,82.26885714,90.74166667,-12.57780036,13.2013729,-1.164964712,69.12
106.4383313,82.26885714,90.74166667,-12.57780036,10.08562827,1.594812608,74.87
106.4383313,82.26885714,90.74166667,-12.57780036,10.08819104,1.289515644,74.87
106.4383313,82.26885714,90.74166667,-12.57780036,10.08946873,1.73928137,74.87
106.4383313,82.26885714,90.74166667,-12.57780036,10.08346631,1.518039521,74.87
106.4383313,82.26885714,90.74166667,-12.57780036,10.09291581,2.039732024,74.87
106.4383313,82.26885714,90.74166667,-12.57780036,10.08461537,1.529501919,74.87
92.84181818,82.26885714,94.51111111,173.8176432,13.56941094,-1.428696781,227.5
92.84181818,82.26885714,94.51111111,173.8176432,13.56737811,-1.107886026,227.5
92.84181818,82.26885714,94.51111111,173.8176432,13.5565456,-0.888900907,227.5
92.84181818,82.26885714,94.51111111,173.8176432,13.54057967,-0.986393028,227.5
92.84181818,82.26885714,94.51111111,173.8176432,13.53422914,-1.006316907,227.5
92.84181818,82.26885714,94.51111111,173.8176432,13.54260926,-0.832590338,227.5
88.6525,82.26885714,94.51111111,173.8176432,-14.71904142,-1.512470253,122.1
88.6525,82.26885714,94.51111111,173.8176432,-14.74171458,-1.21809681,122.1
88.6525,82.26885714,94.51111111,173.8176432,-14.72933072,-1.511521474,122.1
88.6525,82.26885714,94.51111111,173.8176432,-14.74934449,-1.63457894,122.1
88.6525,82.26885714,94.51111111,173.8176432,-14.70045803,-1.480289298,122.1
88.6525,82.26885714,94.51111111,173.8176432,-14.66233607,-0.810051035,122.1
91.90333333,82.26885714,94.51111111,173.8176432,10.25588245,0.941164935,222.1
91.90333333,82.26885714,94.51111111,173.8176432,10.26319197,0.796183377,222.1
91.90333333,82.26885714,94.51111111,173.8176432,10.26338576,0.484373219,222.1
91.90333333,82.26885714,94.51111111,173.8176432,10.25054761,1.127174183,222.1
91.90333333,82.26885714,94.51111111,173.8176432,10.26880642,0.684947241,222.1
91.90333333,82.26885714,94.51111111,173.8176432,10.25242986,0.59135289,222.1
79.90916667,82.26885714,85.8669697,173.8176432,-14.75445124,-1.498546533,126.3
79.90916667,82.26885714,85.8669697,173.8176432,-14.74924285,-1.672708847,126.3
79.90916667,82.26885714,85.8669697,173.8176432,-14.74907018,-1.686658409,126.3
79.90916667,82.26885714,85.8669697,173.8176432,-14.74521477,-1.660887755,126.3
79.90916667,82.26885714,85.8669697,173.8176432,-14.7538794,-1.678375916,126.3
79.90916667,82.26885714,85.8669697,173.8176432,-14.76058382,-1.389387183,126.3
90.71833333,82.26885714,85.8669697,173.8176432,10.2177918,1.062401894,218.6
90.71833333,82.26885714,85.8669697,173.8176432,10.22317117,0.650176228,218.6
90.71833333,82.26885714,85.8669697,173.8176432,10.18988642,0.595070955,218.6
90.71833333,82.26885714,85.8669697,173.8176432,10.18282797,1.026989588,218.6
90.71833333,82.26885714,85.8669697,173.8176432,10.18282797,1.026989588,218.6
90.71833333,82.26885714,85.8669697,173.8176432,10.23329794,0.609507471,218.6
89.44833333,82.26885714,85.8669697,173.8176432,13.38681919,-1.978903143,224.3
